date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,tourn_lower
2025-10-09,Morocco,Bahrain,1.0,0.0,Friendly,Rabat,Morocco,False,friendly
2025-10-09,Grenada,British Virgin Islands,4.0,1.0,Friendly,St. George's,Grenada,False,friendly
2025-10-09,Burundi,Kenya,0.0,1.0,FIFA World Cup qualification,Bujumbura,Burundi,False,fifa world cup qualification
2025-10-09,Algeria,Somalia,3.0,0.0,FIFA World Cup qualification,Bir El Djir,Algeria,False,fifa world cup qualification
2025-10-09,Botswana,Uganda,0.0,1.0,FIFA World Cup qualification,Francistown,Botswana,False,fifa world cup qualification
2025-10-09,Mozambique,Guinea,1.0,2.0,FIFA World Cup qualification,Maputo,Mozambique,False,fifa world cup qualification
2025-10-09,Malawi,Equatorial Guinea,3.0,0.0,FIFA World Cup qualification,Lilongwe,Malawi,False,fifa world cup qualification
2025-10-09,Scotland,Greece,3.0,1.0,FIFA World Cup qualification,Glasgow,Scotland,False,fifa world cup qualification
2025-10-09,Belarus,Denmark,0.0,6.0,FIFA World Cup qualification,Zalaegerszeg,Hungary,True,fifa world cup qualification
2025-10-09,Malta,Netherlands,0.0,4.0,FIFA World Cup qualification,Ta' Qali,Malta,False,fifa world cup qualification
2025-10-09,Finland,Lithuania,2.0,1.0,FIFA World Cup qualification,Helsinki,Finland,False,fifa world cup qualification
2025-10-09,Austria,San Marino,10.0,0.0,FIFA World Cup qualification,Vienna,Austria,False,fifa world cup qualification
2025-10-09,Cyprus,Bosnia and Herzegovina,2.0,2.0,FIFA World Cup qualification,Larnaca,Cyprus,False,fifa world cup qualification
2025-10-09,Faroe Islands,Montenegro,4.0,0.0,FIFA World Cup qualification,Tórshavn,Faroe Islands,False,fifa world cup qualification
2025-10-09,Czech Republic,Croatia,0.0,0.0,FIFA World Cup qualification,Prague,Czech Republic,False,fifa world cup qualification
2025-10-09,Tajikistan,Maldives,2.0,0.0,AFC Asian Cup qualification,Hisor,Tajikistan,False,afc asian cup qualification
2025-10-09,Timor-Leste,Philippines,1.0,4.0,AFC Asian Cup qualification,Darwin,Australia,True,afc asian cup qualification
2025-10-09,Brunei,Yemen,0.0,2.0,AFC Asian Cup qualification,Bandar Seri Begawan,Brunei,False,afc asian cup qualification
2025-10-09,Lebanon,Bhutan,2.0,0.0,AFC Asian Cup qualification,Doha,Qatar,True,afc asian cup qualification
2025-10-09,Singapore,India,1.0,1.0,AFC Asian Cup qualification,Kallang,Singapore,False,afc asian cup qualification
2025-10-09,Bangladesh,Hong Kong,3.0,4.0,AFC Asian Cup qualification,Dhaka,Bangladesh,False,afc asian cup qualification
2025-10-09,Sri Lanka,Turkmenistan,1.0,0.0,AFC Asian Cup qualification,Colombo,Sri Lanka,False,afc asian cup qualification
2025-10-09,Thailand,Taiwan,2.0,0.0,AFC Asian Cup qualification,Bangkok,Thailand,False,afc asian cup qualification
2025-10-09,Pakistan,Afghanistan,0.0,0.0,AFC Asian Cup qualification,Islamabad,Pakistan,False,afc asian cup qualification
2025-10-09,Syria,Myanmar,5.0,1.0,AFC Asian Cup qualification,Al Hofuf,Saudi Arabia,True,afc asian cup qualification
2025-10-09,Laos,Malaysia,0.0,3.0,AFC Asian Cup qualification,Vientiane,Laos,False,afc asian cup qualification
2025-10-09,Vietnam,Nepal,3.0,1.0,AFC Asian Cup qualification,Ho Chi Minh City,Vietnam,False,afc asian cup qualification
2025-10-10,Argentina,Venezuela,1.0,0.0,Friendly,Miami Gardens,United States,True,friendly
2025-10-10,Chile,Peru,2.0,1.0,Friendly,Santiago,Chile,False,friendly
2025-10-10,Canada,Australia,0.0,1.0,Friendly,Montreal,Canada,False,friendly
2025-10-10,Russia,Iran,2.0,1.0,Friendly,Volgograd,Russia,False,friendly
2025-10-10,Japan,Paraguay,2.0,2.0,Kirin Cup,Osaka,Japan,False,kirin cup
2025-10-10,Uzbekistan,Kuwait,2.0,0.0,Friendly,Tashkent,Uzbekistan,False,friendly
2025-10-10,Jordan,Bolivia,0.0,1.0,Friendly,Istanbul,Turkey,True,friendly
2025-10-10,South Korea,Brazil,0.0,5.0,Friendly,Seoul,South Korea,False,friendly
2025-10-10,Uruguay,Dominican Republic,1.0,0.0,Friendly,Kuala Lumpur,Malaysia,True,friendly
2025-10-10,United States,Ecuador,1.0,1.0,Friendly,Austin,United States,False,friendly
2025-10-10,Togo,DR Congo,0.0,1.0,FIFA World Cup qualification,Lomé,Togo,False,fifa world cup qualification
2025-10-10,South Sudan,Senegal,0.0,5.0,FIFA World Cup qualification,Juba,South Sudan,False,fifa world cup qualification
2025-10-10,Sudan,Mauritania,0.0,0.0,FIFA World Cup qualification,Dar es Salaam,Tanzania,True,fifa world cup qualification
2025-10-10,Lesotho,Nigeria,1.0,2.0,FIFA World Cup qualification,Polokwane,South Africa,True,fifa world cup qualification
2025-10-10,Rwanda,Benin,0.0,1.0,FIFA World Cup qualification,Kigali,Rwanda,False,fifa world cup qualification
2025-10-10,South Africa,Zimbabwe,0.0,0.0,FIFA World Cup qualification,Durban,South Africa,False,fifa world cup qualification
2025-10-10,Gambia,Gabon,3.0,4.0,FIFA World Cup qualification,Nairobi,Kenya,True,fifa world cup qualification
2025-10-10,Seychelles,Ivory Coast,0.0,7.0,FIFA World Cup qualification,Saint Pierre,Mauritius,True,fifa world cup qualification
2025-10-10,Liberia,Namibia,3.0,1.0,FIFA World Cup qualification,Monrovia,Liberia,False,fifa world cup qualification
2025-10-10,Tunisia,São Tomé and Príncipe,6.0,0.0,FIFA World Cup qualification,Radès,Tunisia,False,fifa world cup qualification
2025-10-10,Northern Ireland,Slovakia,2.0,0.0,FIFA World Cup qualification,Belfast,Northern Ireland,False,fifa world cup qualification
2025-10-10,Germany,Luxembourg,4.0,0.0,FIFA World Cup qualification,Sinsheim,Germany,False,fifa world cup qualification
2025-10-10,Kosovo,Slovenia,0.0,0.0,FIFA World Cup qualification,Pristina,Kosovo,False,fifa world cup qualification
2025-10-10,Sweden,Switzerland,0.0,2.0,FIFA World Cup qualification,Solna,Sweden,False,fifa world cup qualification
2025-10-10,Iceland,Ukraine,3.0,5.0,FIFA World Cup qualification,Reykjavík,Iceland,False,fifa world cup qualification
2025-10-10,France,Azerbaijan,3.0,0.0,FIFA World Cup qualification,Paris,France,False,fifa world cup qualification
2025-10-10,Kazakhstan,Liechtenstein,4.0,0.0,FIFA World Cup qualification,Astana,Kazakhstan,False,fifa world cup qualification
2025-10-10,Belgium,North Macedonia,0.0,0.0,FIFA World Cup qualification,Gent,Belgium,False,fifa world cup qualification
2025-10-11,Grenada,Cuba,2.0,0.0,Friendly,St. George's,Grenada,False,friendly
2025-10-11,Mexico,Colombia,0.0,4.0,Friendly,Arlington,United States,True,friendly
2025-10-11,United Arab Emirates,Oman,2.0,1.0,FIFA World Cup qualification,Al Rayyan,Qatar,True,fifa world cup qualification
2025-10-11,Iraq,Indonesia,1.0,0.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,True,fifa world cup qualification
2025-10-11,Spain,Georgia,2.0,0.0,FIFA World Cup qualification,Elche,Spain,False,fifa world cup qualification
2025-10-11,Bulgaria,Turkey,1.0,6.0,FIFA World Cup qualification,Sofia,Bulgaria,False,fifa world cup qualification
2025-10-11,Hungary,Armenia,2.0,0.0,FIFA World Cup qualification,Budapest,Hungary,False,fifa world cup qualification
2025-10-11,Portugal,Republic of Ireland,1.0,0.0,FIFA World Cup qualification,Lisbon,Portugal,False,fifa world cup qualification
2025-10-11,Norway,Israel,5.0,0.0,FIFA World Cup qualification,Oslo,Norway,False,fifa world cup qualification
2025-10-11,Estonia,Italy,1.0,3.0,FIFA World Cup qualification,Tallinn,Estonia,False,fifa world cup qualification
2025-10-11,Latvia,Andorra,2.0,2.0,FIFA World Cup qualification,Riga,Latvia,False,fifa world cup qualification
2025-10-11,Serbia,Albania,0.0,1.0,FIFA World Cup qualification,Leskovac,Serbia,False,fifa world cup qualification
2025-10-12,Malta,Bosnia and Herzegovina,1.0,4.0,Friendly,Ta' Qali,Malta,False,friendly
2025-10-12,Burkina Faso,Ethiopia,3.0,1.0,FIFA World Cup qualification,Ouagadougou,Burkina Faso,False,fifa world cup qualification
2025-10-12,Djibouti,Sierra Leone,1.0,2.0,FIFA World Cup qualification,Casablanca,Morocco,True,fifa world cup qualification
2025-10-12,Egypt,Guinea-Bissau,1.0,0.0,FIFA World Cup qualification,Cairo,Egypt,False,fifa world cup qualification
2025-10-12,Zambia,Niger,0.0,1.0,FIFA World Cup qualification,Ndola,Zambia,False,fifa world cup qualification
2025-10-12,Chad,Central African Republic,2.0,3.0,FIFA World Cup qualification,N'Djamena,Chad,False,fifa world cup qualification
2025-10-12,Ghana,Comoros,1.0,0.0,FIFA World Cup qualification,Accra,Ghana,False,fifa world cup qualification
2025-10-12,Mali,Madagascar,4.0,1.0,FIFA World Cup qualification,Bamako,Mali,False,fifa world cup qualification
2025-10-12,Scotland,Belarus,2.0,1.0,FIFA World Cup qualification,Glasgow,Scotland,False,fifa world cup qualification
2025-10-12,Denmark,Greece,3.0,1.0,FIFA World Cup qualification,Copenhagen,Denmark,False,fifa world cup qualification
2025-10-12,Netherlands,Finland,4.0,0.0,FIFA World Cup qualification,Amsterdam,Netherlands,False,fifa world cup qualification
2025-10-12,Lithuania,Poland,0.0,2.0,FIFA World Cup qualification,Kaunas,Lithuania,False,fifa world cup qualification
2025-10-12,San Marino,Cyprus,0.0,4.0,FIFA World Cup qualification,Serravalle,San Marino,False,fifa world cup qualification
2025-10-12,Romania,Austria,1.0,0.0,FIFA World Cup qualification,Bucharest,Romania,False,fifa world cup qualification
2025-10-12,Faroe Islands,Czech Republic,2.0,1.0,FIFA World Cup qualification,Tórshavn,Faroe Islands,False,fifa world cup qualification
2025-10-12,Croatia,Gibraltar,3.0,0.0,FIFA World Cup qualification,Varaždin,Croatia,False,fifa world cup qualification
2025-10-13,Montenegro,Liechtenstein,2.0,1.0,Friendly,Podgorica,Montenegro,False,friendly
2025-10-13,Uzbekistan,Uruguay,1.0,2.0,Friendly,Malacca City,Malaysia,True,friendly
2025-10-13,South Sudan,Togo,0.0,0.0,FIFA World Cup qualification,Juba,South Sudan,False,fifa world cup qualification
2025-10-13,Lesotho,Zimbabwe,1.0,0.0,FIFA World Cup qualification,Polokwane,South Africa,True,fifa world cup qualification
2025-10-13,Cape Verde,Eswatini,3.0,0.0,FIFA World Cup qualification,Praia,Cape Verde,False,fifa world cup qualification
2025-10-13,Cameroon,Angola,0.0,0.0,FIFA World Cup qualification,Yaoundé,Cameroon,False,fifa world cup qualification
2025-10-13,Mauritius,Libya,0.0,0.0,FIFA World Cup qualification,Saint Pierre,Mauritius,False,fifa world cup qualification
2025-10-13,Equatorial Guinea,Liberia,1.0,1.0,FIFA World Cup qualification,Malabo,Equatorial Guinea,False,fifa world cup qualification
2025-10-13,São Tomé and Príncipe,Malawi,1.0,0.0,FIFA World Cup qualification,Sousse,Tunisia,True,fifa world cup qualification
2025-10-13,Tunisia,Namibia,3.0,0.0,FIFA World Cup qualification,Radès,Tunisia,False,fifa world cup qualification
2025-10-13,Northern Ireland,Germany,0.0,1.0,FIFA World Cup qualification,Belfast,Northern Ireland,False,fifa world cup qualification
2025-10-13,Slovakia,Luxembourg,2.0,0.0,FIFA World Cup qualification,Trnava,Slovakia,False,fifa world cup qualification
2025-10-13,Slovenia,Switzerland,0.0,0.0,FIFA World Cup qualification,Ljubljana,Slovenia,False,fifa world cup qualification
2025-10-13,Sweden,Kosovo,0.0,1.0,FIFA World Cup qualification,Gothenburg,Sweden,False,fifa world cup qualification
2025-10-13,Iceland,France,2.0,2.0,FIFA World Cup qualification,Reykjavík,Iceland,False,fifa world cup qualification
2025-10-13,Ukraine,Azerbaijan,2.0,1.0,FIFA World Cup qualification,Kraków,Poland,True,fifa world cup qualification
2025-10-13,Wales,Belgium,2.0,4.0,FIFA World Cup qualification,Cardiff,Wales,False,fifa world cup qualification
2025-10-13,North Macedonia,Kazakhstan,1.0,1.0,FIFA World Cup qualification,Skopje,North Macedonia,False,fifa world cup qualification
2025-10-14,Albania,Jordan,4.0,2.0,Friendly,Tirana,Albania,False,friendly
2025-10-14,Japan,Brazil,3.0,2.0,Kirin Cup,Tokyo,Japan,False,kirin cup
2025-10-14,Iran,Tanzania,2.0,0.0,Friendly,Dubai,United Arab Emirates,True,friendly
2025-10-14,Canada,Colombia,0.0,0.0,Friendly,Harrison,United States,True,friendly
2025-10-14,South Korea,Paraguay,2.0,0.0,Friendly,Seoul,South Korea,False,friendly
2025-10-14,Mexico,Ecuador,1.0,1.0,Friendly,Zapopan,Mexico,False,friendly
2025-10-14,Norway,New Zealand,1.0,1.0,Friendly,Oslo,Norway,False,friendly
2025-10-14,Puerto Rico,Argentina,0.0,6.0,Friendly,Fort Lauderdale,United States,True,friendly
2025-10-14,Russia,Bolivia,3.0,0.0,Friendly,Moscow,Russia,False,friendly
2025-10-14,United States,Australia,2.0,1.0,Friendly,Denver,United States,False,friendly
2025-10-14,Qatar,United Arab Emirates,2.0,1.0,FIFA World Cup qualification,Al Rayyan,Qatar,False,fifa world cup qualification
2025-10-14,Saudi Arabia,Iraq,0.0,0.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,False,fifa world cup qualification
2025-10-14,Senegal,Mauritania,4.0,0.0,FIFA World Cup qualification,Diamniadio,Senegal,False,fifa world cup qualification
2025-10-14,DR Congo,Sudan,1.0,0.0,FIFA World Cup qualification,Kinshasa,DR Congo,False,fifa world cup qualification
2025-10-14,Nigeria,Benin,4.0,0.0,FIFA World Cup qualification,Uyo,Nigeria,False,fifa world cup qualification
2025-10-14,South Africa,Rwanda,3.0,0.0,FIFA World Cup qualification,Mbombela,South Africa,False,fifa world cup qualification
2025-10-14,Morocco,Congo,1.0,0.0,FIFA World Cup qualification,Rabat,Morocco,False,fifa world cup qualification
2025-10-14,Seychelles,Gambia,0.0,7.0,FIFA World Cup qualification,Saint Pierre,Mauritius,True,fifa world cup qualification
2025-10-14,Ivory Coast,Kenya,3.0,0.0,FIFA World Cup qualification,Ebimpé,Ivory Coast,False,fifa world cup qualification
2025-10-14,Gabon,Burundi,2.0,0.0,FIFA World Cup qualification,Franceville,Gabon,False,fifa world cup qualification
2025-10-14,Algeria,Uganda,2.0,1.0,FIFA World Cup qualification,Tizi Ouzou,Algeria,False,fifa world cup qualification
2025-10-14,Guinea,Botswana,2.0,2.0,FIFA World Cup qualification,Casablanca,Morocco,True,fifa world cup qualification
2025-10-14,Somalia,Mozambique,0.0,1.0,FIFA World Cup qualification,Bir El Djir,Algeria,True,fifa world cup qualification
2025-10-14,Spain,Bulgaria,4.0,0.0,FIFA World Cup qualification,Valladolid,Spain,False,fifa world cup qualification
2025-10-14,Turkey,Georgia,4.0,1.0,FIFA World Cup qualification,Izmit,Turkey,False,fifa world cup qualification
2025-10-14,Portugal,Hungary,2.0,2.0,FIFA World Cup qualification,Lisbon,Portugal,False,fifa world cup qualification
2025-10-14,Republic of Ireland,Armenia,1.0,0.0,FIFA World Cup qualification,Dublin,Republic of Ireland,False,fifa world cup qualification
2025-10-14,Estonia,Moldova,1.0,1.0,FIFA World Cup qualification,Tallinn,Estonia,False,fifa world cup qualification
2025-10-14,Italy,Israel,3.0,0.0,FIFA World Cup qualification,Udine,Italy,False,fifa world cup qualification
2025-10-14,Andorra,Serbia,1.0,3.0,FIFA World Cup qualification,Encamp,Andorra,False,fifa world cup qualification
2025-10-14,Latvia,England,0.0,5.0,FIFA World Cup qualification,Riga,Latvia,False,fifa world cup qualification
2025-10-14,Maldives,Tajikistan,0.0,3.0,AFC Asian Cup qualification,Malé,Maldives,False,afc asian cup qualification
2025-10-14,Philippines,Timor-Leste,3.0,1.0,AFC Asian Cup qualification,Capas,Philippines,False,afc asian cup qualification
2025-10-14,Bhutan,Lebanon,0.0,4.0,AFC Asian Cup qualification,Al Wakrah,Qatar,True,afc asian cup qualification
2025-10-14,Yemen,Brunei,9.0,0.0,AFC Asian Cup qualification,Kuwait City,Kuwait,True,afc asian cup qualification
2025-10-14,India,Singapore,1.0,2.0,AFC Asian Cup qualification,Margao,India,False,afc asian cup qualification
2025-10-14,Hong Kong,Bangladesh,1.0,1.0,AFC Asian Cup qualification,Kowloon,Hong Kong,False,afc asian cup qualification
2025-10-14,Taiwan,Thailand,1.0,6.0,AFC Asian Cup qualification,Taipei,Taiwan,False,afc asian cup qualification
2025-10-14,Turkmenistan,Sri Lanka,2.0,1.0,AFC Asian Cup qualification,Arkadag,Turkmenistan,False,afc asian cup qualification
2025-10-14,Myanmar,Syria,0.0,3.0,AFC Asian Cup qualification,Yangon,Myanmar,False,afc asian cup qualification
2025-10-14,Afghanistan,Pakistan,1.0,1.0,AFC Asian Cup qualification,Al Farwaniyah,Kuwait,True,afc asian cup qualification
2025-10-14,Vietnam,Nepal,1.0,0.0,AFC Asian Cup qualification,Ho Chi Minh City,Vietnam,False,afc asian cup qualification
2025-10-14,Malaysia,Laos,5.0,1.0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,False,afc asian cup qualification
2025-11-12,Tunisia,Mauritania,1.0,1.0,Friendly,Radès,Tunisia,False,friendly
2025-11-12,Russia,Peru,1.0,1.0,Friendly,Saint Petersburg,Russia,False,friendly
2025-11-12,Cuba,Saint Lucia,3.0,0.0,CONCACAF Series,Santiago de los Caballeros,Dominican Republic,True,concacaf series
2025-11-12,Dominican Republic,Saint Vincent and the Grenadines,2.0,0.0,CONCACAF Series,Santiago de los Caballeros,Dominican Republic,False,concacaf series
2025-11-12,Dominica,Saint Martin,1.0,2.0,CONCACAF Series,Basseterre,Saint Kitts and Nevis,True,concacaf series
2025-11-12,Saint Kitts and Nevis,Sint Maarten,0.0,0.0,CONCACAF Series,Basseterre,Saint Kitts and Nevis,False,concacaf series
2025-11-12,Barbados,Bonaire,3.0,2.0,CONCACAF Series,North Sound,Antigua and Barbuda,True,concacaf series
2025-11-12,Antigua and Barbuda,Aruba,0.0,0.0,CONCACAF Series,North Sound,Antigua and Barbuda,False,concacaf series
2025-11-12,Bahamas,Anguilla,1.0,2.0,CONCACAF Series,George Town,Cayman Islands,True,concacaf series
2025-11-12,Cayman Islands,British Virgin Islands,1.0,2.0,CONCACAF Series,George Town,Cayman Islands,False,concacaf series
2025-11-13,Algeria,Zimbabwe,3.0,1.0,Friendly,Jeddah,Saudi Arabia,True,friendly
2025-11-13,Bangladesh,Nepal,2.0,2.0,Friendly,Dhaka,Bangladesh,False,friendly
2025-11-13,Canada,Ecuador,0.0,0.0,Friendly,Toronto,Canada,False,friendly
2025-11-13,Czech Republic,San Marino,1.0,0.0,Friendly,Karviná,Czech Republic,False,friendly
2025-11-13,Hong Kong,Cambodia,1.0,1.0,Friendly,Hong Kong,Hong Kong,False,friendly
2025-11-13,Lithuania,Israel,0.0,0.0,Friendly,Kaunas,Lithuania,False,friendly
2025-11-13,North Macedonia,Latvia,0.0,0.0,Friendly,Skopje,North Macedonia,False,friendly
2025-11-13,Thailand,Singapore,3.0,2.0,Friendly,Pathum Thani,Thailand,False,friendly
2025-11-13,United Arab Emirates,Iraq,1.0,1.0,FIFA World Cup qualification,Abu Dhabi,United Arab Emirates,False,fifa world cup qualification
2025-11-13,Cameroon,DR Congo,0.0,1.0,FIFA World Cup qualification,Rabat,Morocco,True,fifa world cup qualification
2025-11-13,Nigeria,Gabon,4.0,1.0,FIFA World Cup qualification,Rabat,Morocco,True,fifa world cup qualification
2025-11-13,France,Ukraine,4.0,0.0,FIFA World Cup qualification,Paris,France,False,fifa world cup qualification
2025-11-13,Azerbaijan,Iceland,0.0,2.0,FIFA World Cup qualification,Baku,Azerbaijan,False,fifa world cup qualification
2025-11-13,Republic of Ireland,Portugal,2.0,0.0,FIFA World Cup qualification,Dublin,Republic of Ireland,False,fifa world cup qualification
2025-11-13,Armenia,Hungary,0.0,1.0,FIFA World Cup qualification,Yerevan,Armenia,False,fifa world cup qualification
2025-11-13,Norway,Estonia,4.0,1.0,FIFA World Cup qualification,Oslo,Norway,False,fifa world cup qualification
2025-11-13,Moldova,Italy,0.0,2.0,FIFA World Cup qualification,Chișinău,Moldova,False,fifa world cup qualification
2025-11-13,England,Serbia,2.0,0.0,FIFA World Cup qualification,London,England,False,fifa world cup qualification
2025-11-13,Andorra,Albania,0.0,1.0,FIFA World Cup qualification,Encamp,Andorra,False,fifa world cup qualification
2025-11-13,Iran,Cape Verde,0.0,0.0,Al Ain International Cup,Al Ain,United Arab Emirates,True,al ain international cup
2025-11-14,Angola,Argentina,0.0,2.0,Friendly,Luanda,Angola,False,friendly
2025-11-14,Australia,Venezuela,0.0,1.0,Friendly,Houston,United States,True,friendly
2025-11-14,South Korea,Bolivia,2.0,0.0,Friendly,Daejeon,South Korea,False,friendly
2025-11-14,Morocco,Mozambique,1.0,0.0,Friendly,Tangier,Morocco,False,friendly
2025-11-14,Oman,Sudan,2.0,0.0,Friendly,Seeb,Oman,False,friendly
2025-11-14,Comoros,Namibia,1.0,0.0,Friendly,Iconi,Comoros,False,friendly
2025-11-14,Uganda,Chad,2.0,1.0,Friendly,Berrechid,Morocco,True,friendly
2025-11-14,Burkina Faso,Niger,3.0,2.0,Friendly,Mohammedia,Morocco,True,friendly
2025-11-14,Japan,Ghana,2.0,0.0,Kirin Cup,Toyota,Japan,False,kirin cup
2025-11-14,Saudi Arabia,Ivory Coast,1.0,0.0,Friendly,Jeddah,Saudi Arabia,False,friendly
2025-11-14,Tunisia,Jordan,3.0,2.0,Friendly,Radès,Tunisia,False,friendly
2025-11-14,Luxembourg,Germany,0.0,2.0,FIFA World Cup qualification,Luxembourg,Luxembourg,False,fifa world cup qualification
2025-11-14,Slovakia,Northern Ireland,1.0,0.0,FIFA World Cup qualification,Košice,Slovakia,False,fifa world cup qualification
2025-11-14,Finland,Malta,0.0,1.0,FIFA World Cup qualification,Helsinki,Finland,False,fifa world cup qualification
2025-11-14,Poland,Netherlands,1.0,1.0,FIFA World Cup qualification,Warsaw,Poland,False,fifa world cup qualification
2025-11-14,Croatia,Faroe Islands,3.0,1.0,FIFA World Cup qualification,Rijeka,Croatia,False,fifa world cup qualification
2025-11-14,Gibraltar,Montenegro,1.0,2.0,FIFA World Cup qualification,Gibraltar,Gibraltar,False,fifa world cup qualification
2025-11-14,Uzbekistan,Egypt,2.0,0.0,Al Ain International Cup,Al Ain,United Arab Emirates,True,al ain international cup
2025-11-15,Russia,Chile,0.0,2.0,Friendly,Sochi,Russia,False,friendly
2025-11-15,Libya,Mauritania,1.0,0.0,Friendly,Benina,Libya,False,friendly
2025-11-15,Kuwait,Tanzania,4.0,3.0,Friendly,Cairo,Egypt,True,friendly
2025-11-15,Lesotho,Malawi,0.0,0.0,Friendly,Bloemfontein,South Africa,True,friendly
2025-11-15,Guinea,Liberia,2.0,0.0,Friendly,Casablanca,Morocco,True,friendly
2025-11-15,Brazil,Senegal,2.0,0.0,Friendly,London,England,True,friendly
2025-11-15,Colombia,New Zealand,2.0,1.0,Friendly,Fort Lauderdale,United States,True,friendly
2025-11-15,Mexico,Uruguay,0.0,0.0,Friendly,Torreón,Mexico,False,friendly
2025-11-15,South Africa,Zambia,3.0,1.0,Friendly,Gqeberha,South Africa,False,friendly
2025-11-15,United States,Paraguay,2.0,1.0,Friendly,Chester,United States,False,friendly
2025-11-15,Slovenia,Kosovo,0.0,2.0,FIFA World Cup qualification,Ljubljana,Slovenia,False,fifa world cup qualification
2025-11-15,Switzerland,Sweden,4.0,1.0,FIFA World Cup qualification,Geneva,Switzerland,False,fifa world cup qualification
2025-11-15,Denmark,Belarus,2.0,2.0,FIFA World Cup qualification,Copenhagen,Denmark,False,fifa world cup qualification
2025-11-15,Greece,Scotland,3.0,2.0,FIFA World Cup qualification,Piraeus,Greece,False,fifa world cup qualification
2025-11-15,Turkey,Bulgaria,2.0,0.0,FIFA World Cup qualification,Bursa,Turkey,False,fifa world cup qualification
2025-11-15,Georgia,Spain,0.0,4.0,FIFA World Cup qualification,Tbilisi,Georgia,False,fifa world cup qualification
2025-11-15,Cyprus,Austria,0.0,2.0,FIFA World Cup qualification,Limassol,Cyprus,False,fifa world cup qualification
2025-11-15,Bosnia and Herzegovina,Romania,3.0,1.0,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False,fifa world cup qualification
2025-11-15,Liechtenstein,Wales,0.0,1.0,FIFA World Cup qualification,Vaduz,Liechtenstein,False,fifa world cup qualification
2025-11-15,Kazakhstan,Belgium,1.0,1.0,FIFA World Cup qualification,Astana,Kazakhstan,False,fifa world cup qualification
2025-11-15,Martinique,Cuba,0.0,2.0,CONCACAF Series,Santiago de los Caballeros,Dominican Republic,True,concacaf series
2025-11-15,Saint Vincent and the Grenadines,Saint Lucia,3.0,1.0,CONCACAF Series,Santiago de los Caballeros,Dominican Republic,True,concacaf series
2025-11-15,Dominica,Sint Maarten,2.0,3.0,CONCACAF Series,Basseterre,Saint Kitts and Nevis,True,concacaf series
2025-11-15,Saint Martin,Belize,0.0,1.0,CONCACAF Series,Basseterre,Saint Kitts and Nevis,True,concacaf series
2025-11-15,Barbados,Aruba,0.0,3.0,CONCACAF Series,North Sound,Antigua and Barbuda,True,concacaf series
2025-11-15,Guyana,Bonaire,2.0,1.0,CONCACAF Series,North Sound,Antigua and Barbuda,True,concacaf series
2025-11-15,Bahamas,British Virgin Islands,0.0,6.0,CONCACAF Series,George Town,Cayman Islands,True,concacaf series
2025-11-15,Cayman Islands,Anguilla,4.0,0.0,CONCACAF Series,George Town,Cayman Islands,False,concacaf series
2025-11-16,Nigeria,DR Congo,1.0,1.0,FIFA World Cup qualification,Rabat,Morocco,True,fifa world cup qualification
2025-11-16,Ukraine,Iceland,2.0,0.0,FIFA World Cup qualification,Warsaw,Poland,True,fifa world cup qualification
2025-11-16,Azerbaijan,France,1.0,3.0,FIFA World Cup qualification,Baku,Azerbaijan,False,fifa world cup qualification
2025-11-16,Portugal,Armenia,9.0,1.0,FIFA World Cup qualification,Porto,Portugal,False,fifa world cup qualification
2025-11-16,Hungary,Republic of Ireland,2.0,3.0,FIFA World Cup qualification,Budapest,Hungary,False,fifa world cup qualification
2025-11-16,Moldova,Israel,1.0,4.0,FIFA World Cup qualification,Chișinău,Moldova,False,fifa world cup qualification
2025-11-16,Italy,Norway,1.0,4.0,FIFA World Cup qualification,Milan,Italy,False,fifa world cup qualification
2025-11-16,Albania,England,0.0,2.0,FIFA World Cup qualification,Tirana,Albania,False,fifa world cup qualification
2025-11-16,Serbia,Latvia,2.0,1.0,FIFA World Cup qualification,Leskovac,Serbia,False,fifa world cup qualification
2025-11-17,Comoros,Namibia,4.0,0.0,Friendly,Iconi,Comoros,False,friendly
2025-11-17,Mozambique,Chad,2.0,2.0,Friendly,Berrechid,Morocco,True,friendly
2025-11-17,Madagascar,Equatorial Guinea,2.0,0.0,Friendly,Antalya,Turkey,True,friendly
2025-11-17,Finland,Andorra,4.0,0.0,Friendly,Tampere,Finland,False,friendly
2025-11-17,Qatar,Zimbabwe,1.0,2.0,Friendly,Ar-Rayyan,Qatar,False,friendly
2025-11-17,Bahrain,Somalia,1.0,2.0,Friendly,Riffa,Bahrain,False,friendly
2025-11-17,Northern Ireland,Luxembourg,1.0,0.0,FIFA World Cup qualification,Belfast,Northern Ireland,False,fifa world cup qualification
2025-11-17,Germany,Slovakia,6.0,0.0,FIFA World Cup qualification,Leipzig,Germany,False,fifa world cup qualification
2025-11-17,Malta,Poland,2.0,3.0,FIFA World Cup qualification,Ta' Qali,Malta,False,fifa world cup qualification
2025-11-17,Netherlands,Lithuania,4.0,0.0,FIFA World Cup qualification,Amsterdam,Netherlands,False,fifa world cup qualification
